CRED T,CRED T-1,CRED T-2,NCC T,NCC T-1,NCC T-2,INCOME,N_EDUC,AGE,SX,CIV_ST,T_WEB T,T_WEB T-1,T_WEB T-2,MAR_T,MAR_T-1,MAR_T-2,MAR_T-3,MAR_T-4,MAR_T-5,MAR_T-6,TARGET
603.99,213.29,935.55,1,1,1,912,4,32,1,1,2,3,0,-4.5,7.96,35.43,0.47,6.3,2.27,2.9,nonchurner
592.95,94.12,94.09,0,0,0,579,3,37,1,2,0,1,0,-22.65,-23.09,-62.65,-3.33,7.01,-2.99,1.84,nonchurner
592.76,94.74,96.24,1,1,1,1260,3,45,1,2,0,0,0,13.8,1.95,3.42,1.85,4.43,24.09,22.55,nonchurner
592.76,93.96,93.96,1,1,1,327,4,26,0,1,1,0,0,1.24,6.62,-54.61,0,0,0,0,nonchurner
664.44,208.31,109.78,1,1,1,646,4,28,0,1,16,3,2,9.53,8.24,-0.21,2.51,-0.9,4.68,-0.05,nonchurner
603.26,105.39,102.1,1,1,1,585,3,37,0,2,10,20,5,19.45,9.88,8.9,32.51,-19.36,5.59,33.72,nonchurner
617.07,125.94,97.16,1,1,1,1072,4,46,1,2,0,0,5,0.39,2.55,0.13,-1.06,-54.24,0,0,nonchurner
592.76,93.96,93.96,0,0,0,760,4,48,1,1,0,0,0,2.13,-1.53,2.23,1.79,1.77,1.7,1.56,nonchurner
606.38,100.54,96.57,2,2,2,1178,3,45,1,2,0,0,0,63.46,62.56,49.05,42.73,-5.37,5.52,12.45,nonchurner
595.68,97.72,102.69,0,0,0,1900,4,36,1,2,0,0,0,1.57,5.99,0.35,0.51,0.52,0.53,0.38,nonchurner
627.74,105.94,116.95,2,2,2,936,3,41,1,2,70,53,39,23.88,-9.23,2.89,-11.17,16.07,32.93,19.36,nonchurner
622.32,117.96,114.35,1,1,1,450,3,38,1,1,0,1,6,-3.21,1.67,-4,-2.75,-2.76,-5.86,-2.5,nonchurner
740.1,331.78,98.71,1,1,1,690,4,64,0,2,19,14,12,10.37,19.16,17.18,-19.4,14.42,12.49,8.61,nonchurner
609.41,104.93,102.83,1,1,1,707,3,36,1,2,0,0,0,25.53,0.11,26.96,38.4,32.36,32.6,35.49,nonchurner
592.76,93.96,102.9,1,1,1,500,4,50,0,4,2,7,8,3.38,1.14,8.73,10,12.1,-0.44,-1.21,nonchurner
599.87,101.13,98.04,0,0,0,120,4,32,0,1,16,0,21,225.85,-2.73,-79.84,-97.96,-46.83,4.42,6.81,nonchurner
592.7,94.05,93.96,1,1,1,502,3,31,1,2,0,0,8,11.25,-1.33,6.25,1.2,-4.24,-3.17,-4.54,nonchurner
592.76,93.96,93.96,0,0,0,750,3,32,0,2,0,0,6,31.06,-24.45,33.15,26.94,27.18,29.83,29.75,nonchurner
601.52,101.49,99.92,1,1,1,370,4,38,1,1,12,0,28,16.18,7.1,16.03,23.85,-4.04,12.52,11.84,nonchurner
610.91,112.39,108.85,1,1,1,900,4,40,1,2,7,0,2,11.23,-21.34,-3.74,-4.64,20.58,22.01,6.98,nonchurner
604.65,103.88,98.8,1,1,1,400,3,34,1,1,44,49,51,-4.28,2.07,-7.19,-7.32,-5.16,-4.63,-2.77,nonchurner
621.35,106.33,100.42,1,1,1,600,3,32,1,2,23,14,13,20.61,1.89,6.42,3.9,1.51,8.99,20.56,nonchurner
605.61,107.13,214.65,1,1,1,1700,4,47,1,2,0,0,0,28.14,18.67,15.25,12.35,12.99,14.58,4.8,nonchurner
603.94,110.9,109.35,1,1,1,777,3,30,1,2,0,9,18,17.75,10.03,21.9,12.05,3.36,6.13,-56.58,nonchurner
592.76,238.95,104.51,1,1,1,698,4,38,1,2,0,0,0,26.92,-1.77,15.75,14.29,23.65,21.89,18.36,nonchurner
600.01,99.93,102.28,1,1,1,473,3,33,0,2,0,4,0,16.76,6.43,16.34,14.76,24.97,9.02,9.26,nonchurner
599.87,109.98,104.77,2,2,2,959,4,37,0,1,1,1,0,-7.29,-3.27,0.72,6.81,-7.6,-10.2,-9.48,nonchurner
601.34,100.62,102.81,1,1,1,559,3,30,1,2,6,5,6,103.44,62.97,81.72,1.19,-46.01,12.9,24.55,nonchurner
606.42,105.31,96.91,2,2,2,615,4,29,1,2,0,8,0,18.42,2.95,24.03,32.17,23.19,21.76,23.2,nonchurner
592.76,93.96,108.65,0,0,1,2707,4,55,1,2,0,5,10,5.17,-19.32,7.59,27.08,29.67,30.95,28.79,nonchurner
591.43,92.06,91.56,1,1,1,726,4,32,1,4,7,7,7,39.67,21.02,45.76,49.57,69.95,27.66,62.01,nonchurner
596.04,93.55,95.05,1,1,1,360,4,30,1,1,0,18,8,-33.25,-37.19,1.78,-50.32,-54,1.44,7.4,nonchurner
598.54,93.96,93.96,1,1,0,801,4,25,1,1,0,0,0,-44,0.5,11.04,7.01,3.19,7.92,7.5,nonchurner
603.47,111.56,103.48,1,1,1,1418,4,34,1,2,7,6,55,69.4,28.07,52.37,14.66,57.17,58.28,28.09,nonchurner
607.97,107.37,100.22,1,1,1,448,3,30,1,1,10,4,2,-1.56,7.33,-3.6,-4.42,-3.09,4.66,-2.38,nonchurner
608.12,110.43,102.95,1,1,1,660,3,34,1,2,2,0,11,28.72,7.4,30.93,34.12,24.05,25.33,24.78,nonchurner
609.98,98.79,100.12,1,1,1,646,3,55,0,1,0,0,0,8.09,-7.43,-2.59,2.76,-5.67,-2.61,7.88,nonchurner
593.84,96.77,107.63,1,1,1,582,4,27,0,2,0,0,2,3.62,6.1,3.54,-3.05,1.59,-15.79,0,nonchurner
930.13,490.33,184.29,0,0,1,1250,4,47,0,2,10,3,0,40.36,48.48,-22.86,-0.45,-0.53,-0.56,11.55,nonchurner
593.77,97.68,99.02,1,1,1,413,4,37,1,4,7,9,6,25.34,-29.14,10.49,9.11,21.73,13.81,10.89,nonchurner
596.36,95.72,95.15,1,1,1,430,3,31,0,1,0,0,2,10.74,7.04,6.67,5.88,4.34,2.42,4.33,nonchurner
601.63,105.98,102.62,0,0,0,697,4,29,1,1,2,2,3,-0.75,2.92,3.95,3.99,3.27,6.93,-6.53,nonchurner
609.81,119.34,111.43,1,1,1,650,4,28,1,1,0,2,5,3.96,-0.64,1.68,-3.32,-3.98,-2.56,2.57,nonchurner
636.18,137.3,144.05,0,0,0,685,4,45,1,2,3,2,8,-1.83,4.57,-0.99,4.85,-2.63,-1.64,3.15,nonchurner
603.9,96.94,131.06,1,1,1,587,3,33,1,2,1,2,4,-3.92,3.98,-1.84,-6.75,3.6,2.56,-14.14,nonchurner
596.79,104.45,96.63,1,1,1,674,4,30,0,1,2,2,6,-5.07,2.76,-2.68,-1,1.29,2.23,4.51,nonchurner
597.81,106.14,144.27,1,1,1,820,4,40,1,2,3,5,0,-13.07,4.64,26.69,36.11,25.33,21.45,23.75,nonchurner
593.08,94.63,93.96,1,1,1,2300,4,42,0,1,0,0,0,17.79,-7.96,27.05,21.81,15.51,19.65,22.47,nonchurner
683.97,183.04,111.29,1,1,1,424,3,39,0,1,0,0,2,0.55,5.26,-1.48,-1.61,-6.47,-6.71,-5,nonchurner
603.83,107.26,107.03,1,1,1,634,3,32,1,2,3,7,7,20.62,10.64,23.15,23.76,22.88,17.02,19.71,nonchurner
606.68,102,94.03,1,1,1,424,4,36,1,2,14,10,6,9.88,-5.63,14.16,20.4,13.7,12.34,13.57,nonchurner
592.81,96.33,93.96,1,1,1,520,3,33,0,2,2,8,0,21.27,12.72,19.21,12.31,6.53,10.72,19.53,nonchurner
706.94,321.33,217.68,1,1,1,1314,3,30,1,2,4,11,17,7.54,1.73,-4.91,-10.38,-55.24,-1.66,-1.09,nonchurner
596.66,97.9,115.01,1,1,1,620,4,34,0,1,0,2,11,1.96,6.42,2.15,-0.11,-0.25,3.09,5.31,nonchurner
600.02,94.4,92.85,1,1,1,488,4,28,1,1,4,1,0,28.37,-8.59,28.87,31.58,27.83,23.37,26.77,nonchurner
592.76,94.6,93.96,1,1,1,903,4,29,1,2,3,0,0,-0.02,-51.6,0,0,0,0,0,nonchurner
601.11,99.77,100.69,1,1,1,2347,4,44,1,2,0,0,0,-1.17,0.24,-1.69,-1.55,-2.47,-2.02,-1.78,nonchurner
597.6,130.47,107.42,1,1,1,766,4,27,1,1,6,14,22,14.41,74.15,37.54,-9.54,23.73,24.36,13.65,nonchurner
600.99,103.58,104.98,2,2,2,448,3,40,0,1,2,0,0,24.92,18.89,24.31,23.65,24.84,27.75,13.43,nonchurner
605.78,109.3,109.9,2,2,2,474,3,31,1,2,8,2,0,26.29,11.15,38.56,22.63,27.37,28.6,28.6,nonchurner
654.4,171.36,131.4,1,2,2,1806,4,33,0,1,29,0,8,48.79,-23.48,38.46,25.18,23.83,30.25,20.93,nonchurner
719.31,193.67,119.2,1,1,1,970,4,36,1,2,4,0,2,1.56,4.65,-4.02,-2.08,10.57,21.38,14.91,nonchurner
606.29,101.15,143.83,1,1,1,810,4,42,1,4,21,17,38,5.36,16.01,29.69,36.28,26.22,23.58,31.08,nonchurner
601.66,105.56,103.04,1,1,1,870,3,42,1,2,0,5,4,35.46,24.57,15.69,27.38,-7.61,32.19,25.63,nonchurner
636.07,132.14,148.14,1,1,1,566,4,41,0,4,34,30,32,-6.04,-7.33,-9.79,-11.32,-1.32,-3.01,-3.27,nonchurner
629.28,124.3,122.45,1,1,1,894,3,39,0,2,0,0,3,8.21,-2.71,7.35,2.31,-56.12,0,0,nonchurner
713.07,198.06,111.25,1,1,1,547,3,29,1,2,10,10,0,19.13,32.82,-14.79,15.89,17.95,28.57,23.86,nonchurner
600.35,100.41,122.86,0,0,0,324,4,32,0,2,8,19,0,0.59,5.09,-0.76,3.12,3.17,3.54,11.04,nonchurner
614.89,123.85,113.04,1,1,1,562,4,35,1,2,0,0,0,13.38,13.52,3.42,7.73,17.44,11.76,12.77,nonchurner
617.04,106.75,109.97,1,1,1,383,4,29,1,1,16,3,6,-0.79,2.09,-4.05,-5.88,-7,-2.91,-4.6,nonchurner
592.76,93.96,93.96,2,2,2,555,3,47,1,2,0,2,10,3.55,8.71,2.26,1.38,0.33,-56.26,0,nonchurner
594.7,101.19,93.96,2,2,2,556,1,32,1,4,9,2,0,29.84,-33.14,32.37,7.99,35.77,22.39,-16.44,nonchurner
688.9,93.96,97.01,1,1,1,1284,4,37,1,2,0,5,0,24.36,15.1,18.69,11.89,21.94,25,-55.37,nonchurner
601.68,103.9,106.24,1,1,1,672,3,40,0,1,0,0,3,2.7,-4.03,2.52,4.33,2.59,13.49,0.35,nonchurner
625.3,114.2,110.15,1,1,1,995,4,34,1,2,7,3,7,28.52,-8.36,27.43,18.07,42.86,40.62,48.3,nonchurner
637.2,110.42,111.93,1,1,1,1000,2,47,1,2,0,15,3,35.74,-0.41,33,42.87,39.14,35.21,22.99,nonchurner
595.19,100.04,96.81,1,1,1,550,3,40,0,1,5,2,4,-11.98,5.03,10.82,10.43,13.62,16.96,13.84,nonchurner
592.78,100.64,97.13,0,0,0,703,3,29,1,2,5,0,0,5.67,4.82,12.48,10.59,9.74,9.49,7.58,nonchurner
634.35,201.36,259.28,1,1,1,798,3,32,0,2,5,18,11,14.06,25.8,-7.31,-7.15,-1.53,-2.28,-5.48,nonchurner
595.33,96.99,98.18,1,1,1,536,4,28,0,1,3,27,38,-0.05,1.12,-3.19,-5.42,-1.22,-3.87,-4.89,nonchurner
624.42,126.34,139.25,1,1,1,500,4,33,0,2,4,12,13,-3.54,-5.92,-6.3,-22.95,-7.42,-4.08,-3.35,nonchurner
598.04,96.84,95.19,1,1,1,628,4,31,1,1,15,14,11,24.83,26.58,28.41,26.5,24.26,34.9,27.61,nonchurner
601.81,98.22,104.2,0,0,1,1778,4,40,1,2,1,0,0,43.22,-1.57,30.75,34.5,42.8,19.32,27.27,nonchurner
594.92,99.04,101.57,0,1,1,1477,4,36,1,2,0,0,0,23.07,-22.46,22.8,17.01,13.59,7.29,6.41,nonchurner
600.4,97.19,100.15,1,1,1,440,3,33,0,1,11,21,33,0.6,7.11,6.68,4.68,7.07,2.12,-2.39,nonchurner
632.25,124.7,118.28,1,1,1,1707,4,41,1,2,0,0,0,9.71,10.41,5.76,0.51,-0.3,0.59,-0.45,nonchurner
599.87,102.44,98.93,0,0,0,573,3,31,0,1,36,17,33,14.79,23.84,16.82,21.13,17.95,18.22,-3.41,nonchurner
606.8,95.8,96.86,1,1,1,1416,4,35,0,2,0,0,2,5.65,-7.05,-4.48,-5.11,-5.61,5.39,-4.98,nonchurner
592.76,93.96,93.96,1,1,1,1759,4,43,1,2,0,0,0,0,0,0,0,0,0,0,nonchurner
603.03,120.97,105.67,1,1,1,640,3,39,1,2,0,4,10,10.22,13.74,-0.96,5.67,-5.63,10.72,9.96,nonchurner
706.3,148.37,150.74,1,1,1,850,3,35,1,1,0,4,4,6.46,1.95,-0.23,9.32,10.24,11.36,9.42,nonchurner
603.31,117.54,125.81,1,1,1,360,3,38,1,2,2,0,1,7.49,0.96,-3.16,-5.45,-7.42,-4.64,0.3,nonchurner
604,111.36,104.16,1,1,1,580,4,48,1,4,0,0,0,17.77,6.4,17.45,3.21,9.39,30.46,25.02,nonchurner
615.34,93.96,93.96,1,1,1,842,4,48,1,2,0,0,0,13.65,22.03,15,8.39,10.5,8.7,9.51,nonchurner
592.84,94.28,96.21,1,1,1,604,3,38,1,2,3,0,0,5.75,-3.99,0.35,-5.63,-4.69,-72.56,0,nonchurner
592.07,92.23,94.19,1,1,1,794,4,35,0,1,6,0,0,37.69,-1.87,31.41,24.69,20.08,143.47,-76.76,nonchurner
625.23,109.59,103.89,1,1,1,2580,4,42,0,1,0,2,0,15.26,-5.78,-8.75,-5.38,-4.41,-3.03,14.81,nonchurner
605.84,106.92,109.66,1,1,1,496,4,33,1,1,8,19,10,26.78,6.37,20.29,16.18,18.15,21,16.99,nonchurner
595.96,95.19,97.46,1,1,1,679,3,33,1,2,14,18,15,33.36,-3.85,33.76,19.76,20.12,14.78,17.16,nonchurner
603.02,93.96,93.96,1,1,1,1187,4,35,1,1,0,0,0,-54.12,0,0,0,0,0,0,nonchurner
622.19,115.15,109.46,1,1,1,1698,4,40,0,2,4,0,0,21.51,36.71,14.39,19.56,-0.23,8.01,14.77,nonchurner
627.29,104.01,107.55,1,1,1,805,4,27,1,1,2,0,0,19.64,10.01,9.79,12.06,12.95,-29.13,-1.68,nonchurner
592.76,93.96,93.96,0,0,0,1480,4,37,1,2,0,0,0,44.87,2.72,2.9,2.26,2.24,2.18,2,nonchurner
606.12,116.39,101.29,1,1,1,400,4,31,0,2,0,0,0,2.39,8.72,4.72,4.76,2.15,2.18,5.89,nonchurner
592.76,93.96,93.96,0,0,0,560,4,31,0,1,0,0,0,0,0,0,0,0,0,0,nonchurner
592.98,94.01,95.94,0,0,0,920,4,36,1,1,1,4,2,28.38,-20.27,23.47,19.49,18.05,30.54,17.47,nonchurner
605.53,95.45,94.63,1,1,1,680,4,30,1,2,4,4,12,6.26,24.78,16.11,10.52,11.13,-1.55,4.17,nonchurner
602.2,110.98,94.69,1,1,1,645,3,38,1,1,0,0,0,28.81,27.86,60.74,-5.99,-3.63,27.24,-66.03,nonchurner
592.76,93.96,93.96,1,1,1,2419,3,44,1,2,0,0,0,53.75,35.82,57.42,43.85,44.37,266.61,91.46,nonchurner
603.01,105.55,100.92,1,1,1,810,4,28,1,2,2,8,4,22.57,-7.86,11.04,21.68,9.18,3.65,0.54,nonchurner
2101.21,2001.52,3240.74,0,0,0,1070,4,48,0,1,4,27,29,59.28,74.71,111.24,11.85,22.85,25.4,149.42,nonchurner
685.18,197.45,180.42,1,1,1,788,3,28,0,1,9,4,0,5.47,21.23,29.64,5.35,6.42,-3.74,7.46,nonchurner
605.93,107.04,100.95,1,1,1,788,4,42,1,2,2,2,12,21.93,-0.1,17.83,40.99,19.76,19.2,17.14,nonchurner
612.27,107.67,115.86,1,1,1,322,4,28,0,1,32,16,19,0.25,3.24,-2.09,-57.49,0,0,0,nonchurner
622.45,116.64,115.64,1,1,1,620,3,53,0,1,2,9,4,-0.03,4.28,-4.4,-2.82,-4.81,-2.4,-3.91,nonchurner
594.25,93.96,93.96,1,1,1,364,4,29,0,1,4,0,0,-0.25,-50.57,0,0,0,0,0,nonchurner
621.29,151.81,137.59,1,1,1,1100,3,32,1,1,0,2,3,120.83,77.5,143,88.74,-35.76,234.21,-1.44,nonchurner
627.48,113.14,106.49,1,1,1,1112,4,36,1,2,0,0,0,28.73,-8.8,35.71,18.17,20.16,22.55,19.78,nonchurner
605.62,107.9,120.48,0,0,0,4000,4,50,1,2,0,0,0,-3.82,-0.03,-12.08,14.5,13.17,14.02,-22.58,nonchurner
595.71,93.96,93.96,1,1,1,543,3,42,0,1,4,0,0,-0.98,-49.75,0,0,0,0,0,nonchurner
601.64,103.52,103.2,1,1,1,560,3,29,1,2,2,0,0,30.92,1.46,29.66,25.88,25.5,26.17,24.99,nonchurner
842.02,349.42,173.22,1,1,1,216,4,47,1,2,3,1,0,11.4,16.61,-21.15,0.63,-0.27,16.67,2.32,nonchurner
620.95,115.43,115.24,1,1,1,723,3,40,0,2,33,52,28,-8.54,-0.1,-8.33,-4.14,-4.47,5.32,-5.43,nonchurner
592.76,93.96,93.96,0,0,0,575,4,28,0,1,0,0,0,0,0,0,0,0,0,0,nonchurner
740.68,316.94,392.85,1,1,1,852,4,31,1,1,0,0,1,25.11,33.63,33.34,58.78,38.9,41.21,34.42,nonchurner
609.92,117.71,120.36,0,0,0,440,3,53,0,1,6,2,2,0.99,5.14,-0.72,0.3,-0.98,6.17,-0.59,nonchurner
593.59,101.09,104.76,12,12,12,1549,4,36,1,2,4,3,5,10.29,39.13,3.09,-7.47,2.38,8.38,-3.86,nonchurner
596.93,97.5,101.04,1,1,1,430,4,29,0,1,0,7,8,3.97,4.29,-2.08,-2.32,-2.29,-2.51,8.22,nonchurner
629.36,143.55,168.44,1,1,1,1514,4,45,1,2,2,0,7,30.85,33.62,25.12,25.01,23.06,15.33,12.55,nonchurner
616.37,399.04,125.46,1,1,1,560,3,26,0,1,10,11,5,22.11,35.56,12.34,20.14,23.54,20.78,34.92,nonchurner
604.13,93.96,93.96,0,1,0,460,4,25,0,1,0,0,0,-59.62,-0.18,-4.1,-6.95,-4.83,-5.27,-4.74,nonchurner
665.89,160.1,125.39,1,1,1,510,4,35,1,1,1,0,4,1,6.53,-1.54,7.74,-0.78,7.46,4.47,nonchurner
629.69,132.01,109.27,1,1,1,503,3,30,1,2,0,6,7,12.89,8.86,11.57,10.39,10.84,8.86,8.8,nonchurner
602.57,101.88,97.35,1,1,1,530,3,40,1,1,8,8,6,10.89,10.28,98.29,-77.68,-2.61,2.59,6.41,nonchurner
603.13,107.17,99.5,1,1,1,400,3,34,1,4,0,4,0,-0.79,2.55,-27.99,-1.01,-1.01,-1.98,-1.09,nonchurner
689.82,170.71,156.34,3,3,3,2170,4,40,1,2,0,9,12,8.99,6.69,1.37,-4.67,3.82,8.63,14.15,nonchurner
718.99,141.76,204.24,1,1,1,930,4,54,1,2,0,1,1,35.95,36.63,31.02,28.73,48.89,42.72,40.64,nonchurner
603.79,115.83,104.88,1,1,1,780,4,34,1,1,2,2,3,22.21,22.76,41.38,49.38,43.29,44.13,54.86,nonchurner
599.5,97.93,93.96,1,1,1,2337,4,43,1,2,5,0,0,-0.05,-2.53,-0.52,-0.83,-0.85,-0.89,-0.94,nonchurner
611.3,111.34,111.52,1,1,1,450,4,37,0,2,17,21,14,-1.63,5.88,0.02,7.26,18.52,6.7,3.27,nonchurner
636.9,98.95,105.48,1,1,1,584,3,33,1,1,2,0,1,27.1,16.71,20.65,14.57,10.78,20.33,17.87,nonchurner
601.14,93.96,98.73,1,1,1,769,4,42,1,2,0,1,0,11.29,10.8,12.07,18.63,16.7,16.38,23.18,nonchurner
601.35,101.41,101.74,1,1,1,700,4,38,0,1,0,2,8,6.25,-3.22,4.34,15.51,-1.59,2.56,3.67,nonchurner
592.76,93.96,93.96,1,1,1,1111,4,40,0,1,0,0,0,0,0,0,0,0,0,0,nonchurner
753.36,102.49,108.41,1,1,1,685,2,37,1,2,37,19,18,10.04,-4.13,9.14,6.79,4.26,8.25,3.66,nonchurner
613.81,102.54,102.29,1,1,1,803,4,35,1,2,3,0,0,42.57,18.94,27.5,19.19,16.46,8.45,20.02,nonchurner
636.38,116.14,116.88,1,1,1,898,4,31,1,1,6,1,1,25.46,4.54,9.7,13.3,16.19,28.42,16.32,nonchurner
610.14,126.67,134.01,1,1,1,674,4,36,0,4,2,4,5,35.79,35,26,21.63,28.66,2.75,10.51,nonchurner
615.4,117.12,114.44,1,1,1,571,4,34,1,2,3,2,8,-3.73,2.68,-4.35,-3.81,10.74,-4.67,-1.52,nonchurner
652.18,161.79,156.9,1,1,1,1000,4,40,1,2,14,21,10,16.95,11.01,1.57,2.88,3.63,0.74,13.61,nonchurner
597.53,99.39,100.54,1,1,1,550,4,29,1,1,0,0,0,15.43,19.23,21.21,17.1,17.45,19.16,18.77,nonchurner
725.98,300.06,164.17,1,1,1,500,3,29,1,1,6,6,7,17.34,18.74,6.69,6.13,11.1,12.57,26.34,nonchurner
592.76,93.96,93.96,1,1,1,1507,4,38,1,1,0,0,0,0,0,0,0,0,0,0,nonchurner
693.97,178.88,133.38,1,1,1,1280,4,43,0,2,3,3,1,-20.55,6.77,-19.18,-20.4,-6.34,-8.82,-6.42,nonchurner
597.23,97.25,97.9,0,0,0,688,4,44,0,1,0,0,2,9.08,-12.94,9.96,1.37,4.34,3.95,3.93,nonchurner
596.43,96.29,94.48,1,1,1,898,3,39,0,2,0,0,0,12.93,-90.88,62.59,-0.15,1.1,-56.34,0,nonchurner
617.01,112.14,108.09,0,0,0,460,3,30,1,1,4,39,17,6.74,7.94,-30.86,0.33,3.79,4.22,4.07,nonchurner
616.3,122.66,132.54,1,1,1,550,3,27,1,2,0,0,10,-2.21,4.88,-3.29,-6.49,-0.52,-55.64,0,nonchurner
604.9,108.19,108.17,1,1,1,662,3,27,1,1,0,0,15,26.14,-1.22,16.58,11.4,12.2,10.96,19.29,nonchurner
673.42,160.47,165.18,1,1,1,428,4,37,1,1,37,64,33,-177.12,-3.66,-15.24,-1.27,3.37,-6.11,3.7,nonchurner
592.76,93.96,95.59,1,1,1,531,1,28,0,1,0,3,0,3.64,8.47,3.1,2.63,7.34,17.53,14.31,nonchurner
592.76,93.97,94.05,0,1,1,1695,4,46,1,2,0,0,2,1.41,4.73,-1.21,5.4,14.99,14.74,13.51,nonchurner
608.89,96.58,97.19,1,1,1,1132,3,37,1,2,2,4,0,48.51,41.28,42.62,10.35,26.64,-91.29,0,nonchurner
592.76,93.96,93.96,1,0,0,839,3,27,1,1,0,0,0,0.05,0.03,-1.1,-1.13,-0.77,0,0,nonchurner
614.85,208.07,97.46,1,1,1,520,3,29,1,1,8,3,9,-0.89,16.44,30.5,19.27,14.82,-19.6,-0.25,nonchurner
605.81,105.41,102.78,2,2,2,1250,4,40,1,2,9,8,10,77.88,73.36,84.43,97.87,2297,63.07,64.91,nonchurner
605.06,105.97,106.03,1,1,1,622,4,28,0,2,13,17,12,10.38,-6.65,-0.38,0.52,-0.99,3.92,-0.84,nonchurner
611.07,103.34,98,1,1,1,432,4,29,1,1,10,2,7,-1.51,6.77,0.96,11.19,5.94,5.54,3.13,nonchurner
612.95,108.82,94.35,1,1,1,996,4,28,0,1,2,2,5,82.67,34.44,70.33,66.5,65.17,63.72,32.26,nonchurner
606.85,125.75,107.89,1,1,1,863,4,40,1,2,0,0,0,19.6,5.55,26.31,22.59,22.69,24.27,26.83,nonchurner
592.76,93.96,93.96,1,1,0,134,1,25,0,1,0,0,0,-56.15,0,0,0,0,0,0,nonchurner
657.73,149.74,165.55,1,1,1,656,4,28,1,1,2,0,10,25.82,29.97,24.03,25.2,32.22,29.42,-19.36,nonchurner
609.1,116.57,111.78,1,1,1,762,4,28,1,1,13,42,38,17.74,-11.25,23.92,20.68,16.05,20.46,9.87,nonchurner
604.33,122.95,93.96,1,1,1,555,4,51,1,2,3,0,0,19.65,-10.06,21.74,9.77,9.82,4.37,6.27,nonchurner
594.12,95.52,95.68,1,1,1,460,4,31,1,1,0,0,0,-1.14,-1.13,-1.15,-1.14,-1.15,-1.14,-1.08,nonchurner
637.58,133.01,119.77,1,1,1,1463,4,45,1,2,0,3,6,13.21,14.98,30.78,62.01,89.83,54.48,74.37,nonchurner
737.43,175,169.14,1,1,1,2000,4,50,1,2,8,16,9,14.6,-1.33,20.62,16.72,-1.23,33.02,8.76,nonchurner
618.32,109.25,97.93,0,0,0,1608,4,39,1,2,1,0,1,94.2,63.19,199.53,176.44,216.65,208.27,-131.97,nonchurner
614.8,116.24,108.31,1,1,1,577,3,31,0,2,0,0,2,20.02,7.47,6.01,6.19,10.24,6.98,8.21,nonchurner
633.55,180.6,141.91,1,1,1,869,4,28,1,2,6,7,0,21.91,-5.71,10.38,3.44,1.86,19.38,9.72,nonchurner
642.38,176.6,134.46,0,0,0,500,4,31,0,2,0,0,0,23.27,35.06,11.54,42.93,-22.2,12.03,226.26,nonchurner
638.34,253.01,319.7,2,2,2,860,4,30,1,1,8,7,10,1.23,18.22,5.8,4.87,3.66,5.96,-2.17,nonchurner
628.92,113.17,109.74,2,2,2,1063,4,30,1,1,7,4,3,13.28,10.65,3.61,8.15,4.63,4.1,21.42,nonchurner
598.51,99.69,99.6,2,2,2,1437,3,51,1,2,117,79,56,131.31,49.98,45.15,43.58,46.89,46.49,39.67,nonchurner
605.87,109.88,137.55,1,1,1,1000,4,46,0,4,0,0,0,23.97,0.78,1.56,0.66,0.82,15.71,14.16,nonchurner
598.58,100.66,102.49,1,1,1,785,4,36,1,2,0,0,4,12.63,4.29,1.73,0.57,2.83,21.77,-9.99,nonchurner
713.56,246.01,152.97,1,1,1,1664,4,57,1,2,0,1,0,34.84,35.53,43.34,35.8,37.91,38.09,29.45,nonchurner
631.08,153.16,130.64,1,1,1,606,4,28,1,1,0,3,6,0.05,5.31,-3.99,-1.56,-4.36,-0.78,0.15,nonchurner
613.86,110.38,164.03,1,1,1,522,4,44,0,4,17,34,27,-4.95,0.56,-7.42,-0.74,-4.3,-6.15,-5.8,nonchurner
621.92,372.47,288.16,1,1,1,1200,4,64,1,2,4,0,4,55.12,48.46,48.9,37.26,29.53,36.25,48.8,nonchurner
629.08,134.07,94.26,1,1,1,414,3,28,0,1,0,0,0,9.47,7.67,9.83,0.16,-0.29,6.1,6.8,nonchurner
592.76,93.96,93.96,1,0,0,419,4,28,1,2,0,0,0,0.65,-0.4,-0.4,-0.41,-0.41,-0.41,-0.41,nonchurner
613.81,93.96,93.96,1,1,0,555,3,36,1,2,0,0,0,-60.04,0,0,0,0,0,0,nonchurner
605.83,107.41,108.03,1,1,1,474,3,41,1,2,0,4,1,3.59,8.08,2.29,-53.76,0,0,0,nonchurner
596.33,93.96,93.96,1,1,0,133,1,26,1,1,0,0,0,-60.03,0,0,0,0,0,0,nonchurner
623.03,119.49,112.26,1,1,1,450,4,28,1,2,7,14,12,7.55,19.59,-1.01,9.23,-1.14,-2.34,101.88,nonchurner
600.93,109.94,116.15,0,0,0,1200,3,46,0,1,1,0,12,33.99,4.38,41.89,55.66,35.09,24.83,38.29,nonchurner
668.72,97.26,93.96,1,1,1,401,3,30,1,2,1,0,0,2.6,-54.73,0,0,0,0,0,nonchurner
599.41,99.32,102.8,1,1,1,590,3,42,1,1,0,0,2,22.59,38.5,13.81,10.87,-4.13,26.62,16.75,nonchurner
639.37,153.73,166.88,1,1,1,1250,3,50,1,1,17,14,17,37.74,18.05,22.24,36.54,-9.14,2.44,35.38,nonchurner
592.48,93.22,94.01,0,0,0,561,4,44,1,2,3,3,0,21.2,13.08,24.45,21.18,21.3,23.67,10.72,nonchurner
